episode_id,environment_complexity,num_robots,num_tasks,task_dependency_level,obstacle_density,initial_position,target_position,path_length,collisions,energy_consumption,time_taken,task_completion_rate,reward_score,po_tsatd3_action,navigation_efficiency,scheduling_efficiency,overall_performance_score
750,medium,1,11,independent,0.46,"(47, 8)","(97, 99)",63.83,4,209.02,114.48,61.68,39.39,optimize_schedule,1.627,0.617,83.2
751,low,5,19,sequential,0.51,"(8, 40)","(75, 82)",173.37,4,151.52,324.15,94.74,68.26,optimize_schedule,0.456,0.947,64.51
752,high,1,10,interdependent,0.29,"(33, 6)","(91, 50)",88.27,4,267.56,143.27,93.31,70.44,optimize_schedule,0.825,0.933,72.4
753,low,1,6,independent,0.42,"(10, 44)","(87, 54)",97.31,3,154.32,270.42,76.71,56.3,optimize_schedule,0.798,0.767,73.67
754,high,5,18,interdependent,0.58,"(5, 38)","(85, 50)",69.77,3,294.9,101.29,95.31,78.28,adjust_learning_rate,1.159,0.953,85.82
755,high,4,15,interdependent,0.52,"(8, 41)","(68, 77)",173.61,2,188.58,291.36,68.08,52.25,adjust_learning_rate,0.403,0.681,68.53
756,high,1,6,sequential,0.75,"(46, 25)","(73, 90)",85.89,4,120.44,343.81,60.98,34.1,optimize_schedule,0.819,0.61,65.09
757,medium,3,10,interdependent,0.74,"(14, 34)","(96, 76)",62.34,4,180.69,312.75,80.07,53.81,adjust_learning_rate,1.478,0.801,83.98
758,low,3,12,sequential,0.66,"(32, 48)","(96, 88)",75.01,0,185.14,265.67,83.29,77.98,increase_exploration,1.006,0.833,96.42
759,high,2,9,interdependent,0.25,"(11, 41)","(97, 97)",180.3,0,118.34,266.38,94.71,89.38,increase_exploration,0.569,0.947,89.24
760,low,1,6,interdependent,0.28,"(21, 15)","(95, 95)",152.6,5,61.17,103.02,64.96,37.9,increase_exploration,0.714,0.65,58.09
761,medium,4,17,interdependent,0.55,"(39, 36)","(77, 50)",193.45,2,213.33,491.8,80.98,61.14,adjust_learning_rate,0.209,0.81,67.09
762,low,3,13,interdependent,0.45,"(8, 6)","(92, 74)",188.53,5,262.95,149.9,90.75,62.75,optimize_schedule,0.573,0.907,60.67
763,medium,3,13,sequential,0.63,"(48, 15)","(57, 98)",170.25,3,167.55,293.76,85.17,64.29,optimize_schedule,0.49,0.852,68.71
764,low,2,14,sequential,0.33,"(3, 22)","(51, 81)",71.41,5,194.74,102.92,97.8,70.74,adjust_learning_rate,1.065,0.978,73.18
765,high,1,16,interdependent,0.43,"(42, 30)","(53, 84)",151.99,0,222.72,497.25,99.5,89.56,optimize_schedule,0.363,0.995,85.73
766,medium,1,10,interdependent,0.25,"(25, 39)","(53, 58)",97.64,1,251.27,109.01,83.52,76.34,increase_exploration,0.347,0.835,76.27
767,low,3,7,independent,0.52,"(7, 8)","(95, 99)",176.07,4,76.28,200.8,97.91,73.89,increase_exploration,0.719,0.979,71.07
768,medium,5,8,sequential,0.62,"(12, 8)","(60, 98)",74.24,2,201.82,447.35,64.4,45.45,increase_exploration,1.374,0.644,89.29
769,medium,1,13,independent,0.61,"(50, 19)","(91, 70)",181.17,2,236.82,335.51,74.38,57.67,optimize_schedule,0.361,0.744,69.0
770,medium,3,19,interdependent,0.63,"(21, 27)","(90, 62)",106.89,0,201.43,237.11,74.56,69.82,optimize_schedule,0.724,0.746,88.22
771,medium,3,20,sequential,0.78,"(14, 34)","(76, 77)",108.86,0,50.46,155.66,72.22,69.11,increase_exploration,0.693,0.722,87.0
772,medium,2,14,sequential,0.31,"(43, 31)","(77, 87)",165.52,2,52.77,229.61,88.97,74.38,adjust_learning_rate,0.396,0.89,73.02
773,low,4,20,independent,0.12,"(21, 34)","(68, 61)",120.39,2,229.58,120.34,71.67,59.26,adjust_learning_rate,0.45,0.717,70.38
774,low,2,20,interdependent,0.35,"(3, 36)","(68, 52)",146.44,3,267.1,200.01,69.23,50.23,increase_exploration,0.457,0.692,64.42
775,high,5,19,interdependent,0.65,"(4, 5)","(87, 53)",154.13,0,265.03,424.37,88.93,80.44,optimize_schedule,0.622,0.889,89.13
776,high,1,12,independent,0.24,"(2, 4)","(95, 61)",161.99,4,96.62,391.6,87.65,59.82,optimize_schedule,0.673,0.877,67.78
777,high,2,7,independent,0.32,"(49, 45)","(73, 100)",135.0,2,83.48,223.35,73.13,58.66,adjust_learning_rate,0.445,0.731,70.58
778,low,2,9,sequential,0.54,"(15, 39)","(59, 69)",109.02,4,141.19,286.25,79.2,53.48,optimize_schedule,0.488,0.792,61.78
779,low,3,12,sequential,0.68,"(49, 1)","(70, 56)",96.35,5,95.38,414.75,80.51,47.22,optimize_schedule,0.611,0.805,59.24
780,low,3,13,independent,0.45,"(33, 3)","(86, 81)",70.57,2,233.46,180.11,77.18,63.58,optimize_schedule,1.336,0.772,91.29
781,high,4,9,independent,0.39,"(17, 1)","(52, 69)",111.74,3,151.06,467.19,84.49,60.15,optimize_schedule,0.684,0.845,72.87
782,low,2,18,sequential,0.79,"(23, 16)","(79, 51)",178.51,4,222.64,182.12,93.17,69.53,increase_exploration,0.37,0.932,62.27
783,medium,3,8,independent,0.55,"(15, 7)","(90, 63)",112.1,4,93.51,118.28,85.44,63.07,adjust_learning_rate,0.835,0.854,70.87
784,high,4,6,independent,0.52,"(12, 38)","(98, 62)",107.09,3,236.58,242.63,64.22,44.37,adjust_learning_rate,0.834,0.642,71.69
785,high,5,13,independent,0.76,"(25, 33)","(100, 62)",127.33,4,121.74,246.1,87.19,62.27,optimize_schedule,0.632,0.872,66.76
786,low,5,14,sequential,0.72,"(50, 6)","(74, 100)",149.83,4,108.39,157.57,78.44,55.29,optimize_schedule,0.648,0.784,65.16
787,high,3,20,sequential,0.78,"(22, 28)","(66, 97)",166.12,1,288.12,431.16,64.05,50.43,increase_exploration,0.493,0.64,75.18
788,medium,1,15,sequential,0.14,"(8, 46)","(52, 51)",146.0,4,122.43,417.52,97.01,68.66,optimize_schedule,0.303,0.97,61.62
789,medium,3,20,interdependent,0.8,"(45, 28)","(92, 90)",171.46,4,285.32,369.73,89.61,62.22,increase_exploration,0.454,0.896,63.33
790,low,1,7,sequential,0.2,"(49, 36)","(80, 56)",128.84,3,162.48,450.62,67.87,43.86,increase_exploration,0.286,0.679,60.33
791,medium,4,11,interdependent,0.45,"(20, 43)","(86, 60)",195.0,5,290.56,285.19,71.07,40.37,adjust_learning_rate,0.35,0.711,51.36
792,high,2,9,independent,0.57,"(41, 34)","(89, 91)",73.77,0,119.43,373.34,92.98,85.51,optimize_schedule,1.01,0.93,98.67
793,medium,2,18,interdependent,0.12,"(42, 31)","(52, 52)",60.82,4,174.53,357.47,89.46,62.31,increase_exploration,0.382,0.895,61.71
794,high,4,11,sequential,0.5,"(41, 26)","(55, 59)",120.51,2,270.47,446.37,98.47,79.54,optimize_schedule,0.297,0.985,72.93
795,medium,1,20,interdependent,0.46,"(12, 28)","(70, 93)",111.72,5,105.31,259.11,84.32,54.14,increase_exploration,0.78,0.843,63.84
796,high,3,13,interdependent,0.35,"(30, 39)","(63, 58)",98.99,3,102.65,231.32,61.53,41.9,adjust_learning_rate,0.385,0.615,61.11
797,low,5,16,independent,0.24,"(48, 50)","(60, 58)",136.46,0,56.9,462.02,65.13,55.89,increase_exploration,0.106,0.651,72.38
798,high,4,11,sequential,0.7,"(23, 7)","(50, 74)",168.68,4,149.27,306.98,73.5,47.36,optimize_schedule,0.428,0.735,59.18
799,low,3,15,interdependent,0.39,"(8, 3)","(53, 62)",107.11,3,210.73,192.51,81.11,62.26,increase_exploration,0.693,0.811,72.31
800,medium,5,9,independent,0.74,"(23, 38)","(78, 91)",55.99,4,140.69,302.14,61.53,35.49,optimize_schedule,1.364,0.615,77.31
801,high,3,11,independent,0.56,"(26, 22)","(59, 68)",137.03,3,198.7,426.86,73.71,50.17,optimize_schedule,0.413,0.737,64.44
802,high,3,6,independent,0.58,"(50, 41)","(98, 72)",119.5,4,286.14,398.66,77.7,49.73,optimize_schedule,0.478,0.777,61.22
803,high,1,8,sequential,0.23,"(9, 50)","(90, 76)",80.74,1,136.36,109.6,95.07,87.88,optimize_schedule,1.054,0.951,94.56
804,high,2,8,interdependent,0.25,"(5, 27)","(92, 63)",72.83,0,254.39,169.11,74.46,71.08,increase_exploration,1.293,0.745,100.84
805,high,3,14,sequential,0.61,"(47, 21)","(64, 75)",53.4,5,150.24,177.51,65.78,37.23,optimize_schedule,1.06,0.658,65.96
806,low,1,14,sequential,0.72,"(35, 3)","(50, 67)",72.33,3,131.54,458.97,66.17,41.99,increase_exploration,0.909,0.662,73.8
807,medium,1,16,interdependent,0.49,"(39, 0)","(90, 94)",128.84,5,200.07,176.35,70.68,42.15,increase_exploration,0.83,0.707,61.93
808,high,4,13,interdependent,0.2,"(11, 37)","(71, 74)",166.1,3,155.93,463.35,99.85,75.58,adjust_learning_rate,0.424,0.998,70.49
809,low,1,5,independent,0.13,"(40, 28)","(95, 80)",129.11,2,193.15,397.38,63.73,45.78,adjust_learning_rate,0.586,0.637,71.62
810,medium,5,11,independent,0.39,"(7, 43)","(70, 87)",178.27,1,195.97,149.36,92.22,84.23,adjust_learning_rate,0.431,0.922,80.07
811,low,5,5,interdependent,0.68,"(45, 36)","(64, 98)",172.96,0,56.7,181.73,74.73,71.1,adjust_learning_rate,0.375,0.747,80.49
812,medium,2,14,interdependent,0.6,"(27, 30)","(81, 93)",170.18,5,246.19,221.06,92.82,63.4,adjust_learning_rate,0.488,0.928,59.24
813,high,1,9,sequential,0.67,"(34, 21)","(80, 68)",106.35,1,91.51,365.71,74.48,62.17,optimize_schedule,0.618,0.745,80.29
814,medium,2,9,independent,0.48,"(41, 28)","(72, 82)",86.46,1,113.08,361.91,92.17,79.93,adjust_learning_rate,0.72,0.922,86.49
815,high,3,12,interdependent,0.59,"(28, 45)","(94, 85)",60.4,0,103.03,271.36,68.68,63.25,increase_exploration,1.278,0.687,99.22
816,medium,2,18,interdependent,0.52,"(32, 42)","(62, 52)",182.55,0,65.59,294.6,95.52,89.63,optimize_schedule,0.173,0.955,80.62
817,medium,2,6,sequential,0.77,"(2, 38)","(93, 85)",149.06,5,71.39,170.77,90.52,62.1,adjust_learning_rate,0.687,0.905,63.16
818,low,1,8,interdependent,0.67,"(19, 47)","(93, 80)",165.86,3,83.8,375.93,84.12,61.6,optimize_schedule,0.489,0.841,68.44
819,low,4,18,independent,0.28,"(40, 11)","(83, 71)",156.45,4,51.76,197.96,71.74,47.78,adjust_learning_rate,0.472,0.717,59.76
820,low,5,17,independent,0.13,"(8, 44)","(71, 90)",126.67,2,79.75,157.98,85.61,72.45,adjust_learning_rate,0.616,0.856,77.16
821,medium,4,19,sequential,0.41,"(29, 31)","(72, 94)",86.4,4,155.32,481.0,85.89,56.27,adjust_learning_rate,0.883,0.859,72.04
822,medium,1,18,independent,0.64,"(34, 16)","(76, 96)",110.31,2,289.77,174.46,77.01,63.52,optimize_schedule,0.819,0.77,79.76
823,low,4,11,sequential,0.3,"(43, 32)","(59, 96)",192.56,5,65.6,379.55,83.46,50.87,optimize_schedule,0.343,0.835,53.96
824,high,4,10,interdependent,0.58,"(13, 46)","(91, 87)",136.67,4,134.08,447.8,99.34,70.38,optimize_schedule,0.645,0.993,69.73
825,medium,4,9,independent,0.55,"(3, 42)","(72, 82)",137.29,3,149.99,184.36,76.16,57.47,increase_exploration,0.581,0.762,68.73
826,medium,1,15,interdependent,0.63,"(36, 43)","(100, 70)",134.81,1,242.23,263.22,86.08,75.82,adjust_learning_rate,0.515,0.861,80.58
827,low,1,12,independent,0.31,"(0, 24)","(97, 63)",84.34,2,141.51,102.41,74.1,62.05,optimize_schedule,1.24,0.741,88.47
828,low,3,15,interdependent,0.59,"(11, 5)","(98, 57)",70.96,1,291.23,363.84,90.65,78.37,optimize_schedule,1.428,0.907,101.89
829,medium,3,17,sequential,0.42,"(43, 7)","(87, 78)",183.06,1,283.83,313.9,92.11,80.83,optimize_schedule,0.456,0.921,80.6
830,medium,3,6,sequential,0.19,"(18, 49)","(57, 64)",87.51,4,222.18,157.65,94.61,71.46,optimize_schedule,0.477,0.946,64.96
831,medium,2,17,interdependent,0.2,"(8, 44)","(73, 61)",154.86,2,136.63,366.52,88.55,71.22,optimize_schedule,0.434,0.885,73.76
832,high,1,14,independent,0.56,"(13, 6)","(58, 75)",56.79,4,184.61,319.2,60.29,33.91,optimize_schedule,1.451,0.603,78.98
833,medium,3,10,independent,0.16,"(47, 13)","(75, 82)",97.46,5,220.92,354.14,92.43,60.35,optimize_schedule,0.764,0.924,65.29
834,high,3,19,sequential,0.43,"(11, 34)","(67, 62)",170.72,3,91.52,388.63,82.75,59.98,optimize_schedule,0.367,0.828,65.44
835,high,2,15,interdependent,0.63,"(11, 2)","(85, 76)",106.09,5,127.89,195.57,79.72,50.81,optimize_schedule,0.986,0.797,67.4
836,high,5,14,sequential,0.31,"(44, 43)","(86, 75)",132.96,0,181.16,113.12,80.73,78.47,optimize_schedule,0.397,0.807,82.31
837,high,1,20,interdependent,0.76,"(15, 6)","(82, 74)",88.67,4,110.13,395.34,84.61,56.7,adjust_learning_rate,1.077,0.846,76.07
838,high,1,6,interdependent,0.68,"(2, 28)","(55, 56)",197.09,1,160.28,202.15,66.81,57.77,adjust_learning_rate,0.304,0.668,71.6
839,medium,5,18,interdependent,0.62,"(18, 34)","(98, 99)",163.63,3,126.64,486.47,68.1,43.37,adjust_learning_rate,0.63,0.681,68.02
840,low,2,17,independent,0.7,"(32, 3)","(94, 52)",87.24,0,249.48,140.31,86.14,83.33,optimize_schedule,0.906,0.861,94.82
841,medium,1,10,interdependent,0.71,"(14, 13)","(90, 78)",184.97,4,172.82,450.43,65.66,36.65,adjust_learning_rate,0.541,0.657,59.96
842,high,2,12,independent,0.38,"(21, 39)","(72, 90)",172.37,0,247.3,195.92,81.4,77.48,optimize_schedule,0.418,0.814,82.93
843,low,1,11,sequential,0.64,"(21, 44)","(100, 52)",96.92,1,151.79,289.25,95.56,84.78,increase_exploration,0.819,0.956,89.44
844,low,5,8,interdependent,0.74,"(39, 8)","(94, 68)",173.78,1,206.09,134.52,85.6,77.91,adjust_learning_rate,0.468,0.856,79.42
845,high,4,11,sequential,0.11,"(31, 32)","(59, 59)",97.24,1,117.89,469.7,81.57,67.18,adjust_learning_rate,0.4,0.816,77.02
846,low,2,7,independent,0.47,"(36, 37)","(77, 67)",189.59,5,211.53,156.74,81.93,53.8,increase_exploration,0.268,0.819,51.93
847,high,5,16,independent,0.22,"(18, 18)","(52, 72)",155.22,2,108.88,428.4,88.44,69.87,adjust_learning_rate,0.411,0.884,73.22
848,low,1,6,sequential,0.73,"(4, 39)","(94, 53)",134.09,5,135.5,290.48,98.31,67.5,optimize_schedule,0.679,0.983,64.71
849,low,5,14,sequential,0.77,"(0, 25)","(78, 57)",189.94,1,120.25,216.6,64.72,55.39,optimize_schedule,0.444,0.647,74.24
850,low,1,14,independent,0.27,"(24, 13)","(84, 73)",185.96,1,288.54,246.26,86.03,76.1,optimize_schedule,0.456,0.86,79.24
851,low,1,12,interdependent,0.52,"(15, 36)","(57, 77)",55.23,0,65.43,250.13,83.66,78.66,adjust_learning_rate,1.063,0.837,97.78
852,high,5,9,sequential,0.49,"(20, 44)","(75, 53)",84.4,1,188.26,116.68,87.52,80.19,increase_exploration,0.66,0.875,84.11
853,high,5,11,sequential,0.11,"(10, 43)","(95, 70)",122.47,0,231.1,466.92,97.33,87.99,increase_exploration,0.728,0.973,93.36
854,high,1,5,interdependent,0.17,"(35, 13)","(72, 72)",153.39,1,182.39,221.86,83.1,73.66,adjust_learning_rate,0.454,0.831,78.56
855,medium,2,16,sequential,0.65,"(18, 36)","(96, 62)",169.47,2,191.66,390.38,96.14,78.33,optimize_schedule,0.485,0.961,76.58
856,low,4,8,interdependent,0.1,"(17, 40)","(89, 76)",103.92,0,78.73,471.19,61.85,52.43,optimize_schedule,0.775,0.619,86.53
857,medium,4,20,independent,0.68,"(3, 16)","(92, 90)",99.81,5,225.2,490.44,93.61,58.8,optimize_schedule,1.16,0.936,74.36
858,high,5,7,sequential,0.1,"(50, 33)","(92, 71)",132.62,1,215.23,181.11,87.12,78.5,adjust_learning_rate,0.427,0.871,78.84
859,medium,5,19,sequential,0.54,"(21, 11)","(93, 69)",67.29,5,78.14,377.65,92.1,59.55,optimize_schedule,1.374,0.921,78.78
860,low,2,13,interdependent,0.57,"(39, 22)","(94, 59)",177.0,1,58.47,431.86,82.6,68.96,adjust_learning_rate,0.375,0.826,76.69
861,medium,4,12,interdependent,0.14,"(23, 18)","(75, 68)",57.84,4,253.13,312.06,61.31,35.07,adjust_learning_rate,1.247,0.613,74.67
862,high,3,9,independent,0.33,"(21, 31)","(81, 68)",96.81,3,51.86,411.5,87.7,64.47,adjust_learning_rate,0.728,0.877,74.56
863,high,3,18,interdependent,0.32,"(34, 38)","(97, 56)",189.94,5,298.47,496.13,64.21,29.29,increase_exploration,0.345,0.642,49.71
864,high,4,7,interdependent,0.47,"(18, 1)","(68, 100)",138.67,2,162.01,221.17,65.71,51.29,increase_exploration,0.8,0.657,76.82
865,low,3,17,independent,0.59,"(24, 6)","(63, 54)",158.01,0,199.24,473.38,91.43,81.96,increase_exploration,0.391,0.914,84.56
866,medium,3,14,sequential,0.37,"(35, 9)","(68, 51)",144.08,0,90.52,192.78,75.55,71.69,optimize_schedule,0.371,0.755,80.58
867,low,1,15,sequential,0.52,"(43, 47)","(100, 70)",143.92,1,70.01,251.53,69.42,59.39,optimize_schedule,0.427,0.694,74.91
868,medium,5,7,independent,0.37,"(26, 47)","(75, 84)",164.8,0,125.3,160.53,84.83,81.62,adjust_learning_rate,0.373,0.848,82.69
869,high,1,8,interdependent,0.19,"(49, 22)","(64, 76)",166.74,1,251.97,461.7,96.66,82.43,increase_exploration,0.336,0.967,78.96
870,medium,1,13,independent,0.19,"(40, 29)","(65, 82)",101.75,2,166.49,432.89,94.46,75.8,increase_exploration,0.576,0.945,78.24
871,medium,5,10,interdependent,0.72,"(45, 3)","(100, 61)",85.84,1,142.24,143.45,95.69,87.82,increase_exploration,0.931,0.957,91.96
872,high,2,14,independent,0.23,"(16, 17)","(72, 63)",131.0,0,110.05,456.22,69.13,60.01,adjust_learning_rate,0.553,0.691,83.2
873,medium,4,7,interdependent,0.61,"(34, 20)","(98, 70)",145.41,1,228.21,339.18,63.64,51.86,optimize_schedule,0.559,0.636,76.56
874,medium,4,14,sequential,0.61,"(39, 26)","(88, 84)",193.01,0,59.42,248.46,70.48,65.51,optimize_schedule,0.393,0.705,79.96
875,medium,2,8,interdependent,0.29,"(19, 31)","(66, 72)",178.98,1,275.33,179.87,86.68,78.08,optimize_schedule,0.348,0.867,77.0
876,medium,1,16,sequential,0.8,"(8, 46)","(60, 81)",103.98,2,287.4,261.01,93.56,78.34,adjust_learning_rate,0.603,0.936,78.64
877,high,5,5,sequential,0.35,"(4, 38)","(58, 69)",171.58,2,189.64,191.27,60.99,47.16,optimize_schedule,0.363,0.61,66.07
878,low,3,6,independent,0.12,"(2, 36)","(96, 73)",78.3,1,174.12,234.66,82.04,72.35,optimize_schedule,1.29,0.82,96.89
879,medium,1,13,sequential,0.5,"(1, 40)","(52, 88)",123.99,3,296.62,420.91,71.44,48.02,adjust_learning_rate,0.565,0.714,67.31
880,low,1,11,sequential,0.56,"(34, 39)","(68, 73)",82.66,2,145.26,247.23,69.41,54.47,increase_exploration,0.582,0.694,72.8
881,medium,4,12,interdependent,0.62,"(32, 12)","(71, 52)",143.74,1,90.31,372.24,80.72,68.28,optimize_schedule,0.389,0.807,76.58
882,low,5,7,independent,0.63,"(6, 45)","(62, 84)",125.75,5,72.91,478.25,64.98,30.42,increase_exploration,0.543,0.65,54.29
883,high,4,18,interdependent,0.42,"(15, 45)","(67, 79)",198.41,2,87.83,440.17,78.14,59.34,optimize_schedule,0.313,0.781,68.76
884,low,1,19,sequential,0.48,"(40, 36)","(77, 83)",166.16,1,66.85,261.97,87.76,77.52,increase_exploration,0.36,0.878,77.51
885,high,1,13,independent,0.27,"(2, 16)","(99, 90)",153.67,5,59.73,181.08,82.73,54.11,adjust_learning_rate,0.794,0.827,63.8
886,low,2,14,sequential,0.67,"(28, 35)","(95, 62)",149.16,1,208.18,450.33,61.84,47.83,adjust_learning_rate,0.484,0.618,74.49
887,low,5,6,sequential,0.23,"(3, 13)","(79, 70)",193.35,5,115.1,469.55,96.94,62.55,increase_exploration,0.491,0.969,60.22
888,low,3,20,interdependent,0.4,"(13, 14)","(57, 52)",61.93,3,101.58,105.71,77.61,60.5,adjust_learning_rate,0.939,0.776,77.0
889,medium,1,18,independent,0.53,"(6, 48)","(70, 68)",132.73,0,130.78,324.88,86.29,79.79,optimize_schedule,0.505,0.863,85.96
890,low,3,13,sequential,0.45,"(36, 5)","(93, 76)",143.09,0,105.52,332.75,91.52,84.86,optimize_schedule,0.636,0.915,90.02
891,medium,2,19,interdependent,0.3,"(11, 16)","(50, 91)",186.44,2,106.32,127.09,90.46,77.92,optimize_schedule,0.453,0.905,74.62
892,high,4,20,independent,0.59,"(43, 23)","(83, 73)",66.96,5,254.16,369.54,94.94,62.55,adjust_learning_rate,0.956,0.949,70.11
893,medium,2,14,interdependent,0.17,"(32, 32)","(79, 68)",165.5,2,167.58,167.46,73.09,59.74,optimize_schedule,0.358,0.731,68.64
894,high,2,9,sequential,0.54,"(24, 22)","(71, 73)",104.77,1,193.21,190.19,70.92,62.12,adjust_learning_rate,0.662,0.709,80.47
895,high,5,9,sequential,0.52,"(39, 37)","(68, 88)",120.08,3,199.98,102.53,96.37,79.32,increase_exploration,0.489,0.964,71.18
896,medium,5,9,independent,0.3,"(6, 0)","(81, 100)",175.03,0,151.59,111.06,62.94,60.72,optimize_schedule,0.714,0.629,85.4
897,high,5,11,sequential,0.66,"(13, 13)","(51, 99)",158.9,2,293.36,255.41,60.81,45.7,optimize_schedule,0.592,0.608,71.11
898,medium,3,15,independent,0.16,"(34, 25)","(65, 73)",121.82,3,232.17,292.61,70.78,49.93,adjust_learning_rate,0.469,0.708,65.04
899,medium,1,10,independent,0.66,"(26, 13)","(76, 90)",102.74,0,53.95,307.55,94.09,87.94,increase_exploration,0.894,0.941,96.33
900,low,5,20,independent,0.43,"(27, 42)","(95, 70)",118.12,4,79.25,158.15,68.02,44.86,optimize_schedule,0.623,0.68,62.29
901,medium,5,20,interdependent,0.72,"(19, 48)","(58, 97)",183.63,4,144.09,448.62,78.34,49.37,increase_exploration,0.341,0.783,58.31
902,medium,1,20,interdependent,0.74,"(1, 9)","(52, 86)",74.18,2,295.63,130.23,90.99,78.39,adjust_learning_rate,1.245,0.91,92.33
903,high,2,18,independent,0.21,"(12, 29)","(84, 73)",132.26,0,126.11,247.44,91.74,86.79,adjust_learning_rate,0.638,0.917,90.11
904,medium,1,6,sequential,0.76,"(15, 35)","(54, 98)",146.05,4,199.27,211.78,67.09,42.85,increase_exploration,0.507,0.671,59.51
905,medium,1,12,interdependent,0.71,"(13, 4)","(64, 94)",84.49,5,203.35,226.28,71.02,41.49,increase_exploration,1.224,0.71,70.76
906,low,2,19,sequential,0.57,"(4, 30)","(80, 66)",63.17,1,74.67,176.83,70.14,61.6,adjust_learning_rate,1.331,0.701,95.16
907,medium,4,18,independent,0.6,"(28, 25)","(96, 89)",151.42,4,282.9,249.17,72.5,47.52,optimize_schedule,0.617,0.725,63.16
908,low,1,17,interdependent,0.46,"(35, 12)","(98, 56)",148.38,4,139.44,195.34,88.83,64.92,adjust_learning_rate,0.518,0.888,64.58
909,high,5,19,interdependent,0.32,"(0, 4)","(91, 69)",55.08,2,58.4,106.36,89.23,77.1,increase_exploration,2.03,0.892,109.38
910,medium,1,5,independent,0.69,"(4, 11)","(58, 89)",151.9,1,135.37,487.59,75.37,60.62,optimize_schedule,0.625,0.754,80.64
911,medium,5,17,independent,0.68,"(44, 43)","(96, 100)",92.37,2,190.44,391.82,76.26,58.42,adjust_learning_rate,0.835,0.763,79.96
912,low,4,16,sequential,0.64,"(4, 42)","(84, 56)",173.97,0,99.36,398.72,86.35,78.38,optimize_schedule,0.467,0.863,85.11
913,high,5,8,sequential,0.53,"(9, 45)","(64, 61)",94.7,1,67.11,110.77,85.09,77.87,increase_exploration,0.605,0.851,82.36
914,high,3,16,sequential,0.44,"(46, 0)","(62, 81)",110.05,4,119.28,308.08,96.16,70.0,adjust_learning_rate,0.75,0.962,71.38
915,high,3,18,sequential,0.23,"(39, 17)","(75, 99)",83.03,1,186.67,198.67,90.91,81.94,adjust_learning_rate,1.079,0.909,94.18
916,medium,2,19,sequential,0.47,"(45, 8)","(98, 86)",197.54,1,256.93,255.04,85.9,75.8,adjust_learning_rate,0.477,0.859,79.69
917,high,4,10,independent,0.23,"(7, 3)","(98, 76)",51.52,0,248.35,154.24,81.14,78.06,optimize_schedule,2.264,0.811,123.89
918,medium,3,10,interdependent,0.63,"(48, 37)","(73, 99)",119.99,0,237.32,492.48,97.43,87.58,increase_exploration,0.557,0.974,89.58
919,low,5,17,interdependent,0.22,"(22, 43)","(80, 55)",166.71,2,104.86,267.14,84.41,69.07,adjust_learning_rate,0.355,0.844,71.09
920,high,1,5,sequential,0.11,"(36, 18)","(81, 71)",111.45,5,235.9,230.72,96.32,66.71,adjust_learning_rate,0.624,0.963,63.04
921,low,4,18,interdependent,0.48,"(50, 34)","(76, 65)",121.07,0,267.68,441.39,81.55,72.72,increase_exploration,0.334,0.816,81.11
922,medium,4,6,sequential,0.63,"(38, 37)","(50, 85)",107.89,5,242.55,116.9,63.33,35.99,optimize_schedule,0.459,0.633,52.04
923,low,1,9,independent,0.1,"(22, 24)","(87, 83)",135.61,4,187.15,291.92,94.13,68.29,adjust_learning_rate,0.647,0.941,68.62
924,low,5,12,sequential,0.71,"(14, 31)","(73, 95)",82.5,4,261.28,174.44,73.65,50.16,increase_exploration,1.055,0.737,73.16
925,high,3,20,independent,0.44,"(2, 9)","(85, 91)",87.91,5,263.11,174.82,94.12,65.62,increase_exploration,1.327,0.941,78.18
926,medium,5,5,independent,0.67,"(3, 26)","(53, 72)",72.82,1,261.89,283.46,80.51,69.84,optimize_schedule,0.933,0.805,88.62
927,low,2,9,sequential,0.68,"(6, 45)","(50, 58)",141.42,3,192.15,352.38,89.87,67.82,increase_exploration,0.324,0.899,66.07
928,low,3,6,sequential,0.25,"(9, 40)","(93, 79)",168.29,5,145.62,163.2,61.52,33.26,adjust_learning_rate,0.55,0.615,53.67
929,high,5,17,interdependent,0.74,"(23, 15)","(97, 67)",183.2,2,157.77,319.39,62.29,45.9,adjust_learning_rate,0.494,0.623,69.27
930,high,5,17,interdependent,0.32,"(7, 23)","(65, 100)",140.55,0,151.73,331.61,80.81,74.18,optimize_schedule,0.686,0.808,88.76
931,medium,5,18,interdependent,0.4,"(19, 20)","(88, 55)",156.94,2,174.61,261.47,68.15,52.92,increase_exploration,0.493,0.682,70.56
932,high,3,11,sequential,0.19,"(11, 44)","(91, 83)",140.15,2,50.88,163.91,76.06,62.78,adjust_learning_rate,0.635,0.761,75.47
933,low,2,18,interdependent,0.6,"(19, 37)","(93, 86)",165.41,5,209.29,177.86,95.16,66.6,adjust_learning_rate,0.537,0.952,60.87
934,high,1,20,interdependent,0.5,"(33, 43)","(97, 86)",104.75,4,233.9,426.94,80.4,51.86,increase_exploration,0.736,0.804,67.56
935,high,2,6,sequential,0.37,"(18, 31)","(57, 59)",165.67,3,181.58,241.83,79.51,59.67,increase_exploration,0.29,0.795,63.0
936,medium,2,9,interdependent,0.27,"(24, 4)","(94, 88)",188.95,0,297.33,367.16,68.71,61.37,optimize_schedule,0.579,0.687,83.69
937,high,1,13,interdependent,0.42,"(39, 5)","(70, 71)",154.06,5,263.8,170.61,88.51,60.1,adjust_learning_rate,0.473,0.885,57.96
